4.89911856836e-20 3.67670913479e-20 2.71837026135e-20 1.98622279501e-20 1.43983864242e-20 1.0388401723e-20 7.47940812617e-21 5.36012081499e-21 3.8256719083e-21 2.69405142547e-21 1.8617952031e-21 1.25619119229e-21 8.23638520059e-22 5.23137476037e-22 3.21927236173e-22 1.91981327295e-22 1.11009131929e-22 6.25892636037e-23 3.4495982932e-23 1.8686559225e-23 
3.67670913479e-20 2.77000852287e-20 2.05205637595e-20 1.50087333161e-20 1.08861131432e-20 7.85084955613e-21 5.64568488691e-21 4.04287063547e-21 2.88560454923e-21 2.03614501994e-21 1.41069655967e-21 9.56685282689e-22 6.31066105348e-22 4.03176098123e-22 2.49638790668e-22 1.49735619298e-22 8.70535465131e-23 4.93103521153e-23 2.72761502547e-23 1.48196577558e-23 
2.71837026135e-20 2.05205637595e-20 1.52443949327e-20 1.11635345421e-20 8.10145585712e-21 5.84248720521e-21 4.19604787833e-21 3.00320276877e-21 2.14105955562e-21 1.51021677996e-21 1.04842058922e-21 7.13018701439e-22 4.72226718789e-22 3.03335223584e-22 1.88703089243e-22 1.13675854343e-22 6.63361474489e-23 3.77134473618e-23 2.09117419641e-23 1.13865076505e-23 
1.98622279501e-20 1.50087333161e-20 1.11635345421e-20 8.19545381246e-21 5.9530053738e-21 4.29424091195e-21 3.08482826818e-21 2.20567908142e-21 1.57012268232e-21 1.10625550624e-21 7.67817497584e-22 5.22548334025e-22 3.46838887808e-22 2.23471510234e-22 1.39602134612e-22 8.44275212386e-23 4.94397490573e-23 2.81704219135e-23 1.56549630663e-23 8.5384808381e-24 
1.43983864242e-20 1.08861131432e-20 8.10145585712e-21 5.9530053738e-21 4.33420309083e-21 3.12927770644e-21 2.24953928944e-21 1.60876649055e-21 1.14398756508e-21 8.04850122826e-22 5.57781044029e-22 3.79182430686e-22 2.51599182052e-22 1.6223156659e-22 1.01510708342e-22 6.15584448326e-23 3.61483835756e-23 2.06404732083e-23 1.14907377785e-23 6.27571547413e-24 
1.0388401723e-20 7.85084955613e-21 5.84248720521e-21 4.29424091195e-21 3.12927770644e-21 2.26473232068e-21 1.63028431162e-21 1.16772570319e-21 8.30273868162e-22 5.83736165914e-22 4.03901666159e-22 2.74036622489e-22 1.81485717627e-22 1.16840005575e-22 7.3076826745e-23 4.43027642975e-23 2.60281007803e-23 1.48781709237e-23 8.2909813501e-24 4.53185896583e-24 
7.47940812617e-21 5.64568488691e-21 4.19604787833e-21 3.08482826818e-21 2.24953928944e-21 1.63028431162e-21 1.17650572692e-21 8.45212217071e-22 6.01718960552e-22 4.2345365898e-22 2.92738708182e-22 1.98356967152e-22 1.31069138199e-22 8.41774900239e-23 5.25220017569e-23 3.17494974838e-23 1.86526454407e-23 1.06504092477e-23 5.93167864542e-24 3.240830319e-24 
5.36012081499e-21 4.04287063547e-21 3.00320276877e-21 2.20567908142e-21 1.60876649055e-21 1.16772570319e-21 8.45212217071e-22 6.12608710813e-22 4.35114791267e-22 3.07171394427e-22 2.12785970156e-22 1.44142151464e-22 9.51275286926e-23 6.09652849242e-23 3.79459065708e-23 2.29174036686e-23 1.34181560907e-23 7.65038808695e-24 4.25505258234e-24 2.3220371849e-24 
3.8256719083e-21 2.88560454923e-21 2.14105955562e-21 1.57012268232e-21 1.14398756508e-21 8.30273868162e-22 6.01718960552e-22 4.35114791267e-22 3.12545796002e-22 2.21652287867e-22 1.54205730837e-22 1.04743469423e-22 6.92046046742e-23 4.4348256474e-23 2.75660534553e-23 1.66191893513e-23 9.71539292444e-24 5.53288774279e-24 3.07433899393e-24 1.67615218684e-24 
2.69405142547e-21 2.03614501994e-21 1.51021677996e-21 1.10625550624e-21 8.04850122826e-22 5.83736165914e-22 4.2345365898e-22 3.07171394427e-22 2.21652287867e-22 1.58201415563e-22 1.10776354472e-22 7.56798542509e-23 5.02101817228e-23 3.22480487872e-23 2.0065133872e-23 1.20957584955e-23 7.06881481689e-24 4.02161946644e-24 2.23338235308e-24 1.21691590547e-24 
1.8617952031e-21 1.41069655967e-21 1.04842058922e-21 7.67817497584e-22 5.57781044029e-22 4.03901666159e-22 2.92738708182e-22 2.12785970156e-22 1.54205730837e-22 1.10776354472e-22 7.81904885523e-23 5.38520107749e-23 3.59874476092e-23 2.32425136939e-23 1.45188109372e-23 8.77206833118e-24 5.1317574229e-24 2.92324097522e-24 1.62390327736e-24 8.8514780802e-25 
1.25619119229e-21 9.56685282689e-22 7.13018701439e-22 5.22548334025e-22 3.79182430686e-22 2.74036622489e-22 1.98356967152e-22 1.44142151464e-22 1.04743469423e-22 7.56798542509e-23 5.38520107749e-23 3.74520546097e-23 2.52667146202e-23 1.6457982525e-23 1.03497623418e-23 6.28489737806e-24 3.68942699061e-24 2.1064783735e-24 1.17256781032e-24 6.40020140878e-25 
8.23638520059e-22 6.31066105348e-22 4.72226718789e-22 3.46838887808e-22 2.51599182052e-22 1.81485717627e-22 1.31069138199e-22 9.51275286926e-23 6.92046046742e-23 5.02101817228e-23 3.59874476092e-23 2.52667146202e-23 1.72257578089e-23 1.13358188341e-23 7.19382927731e-24 4.39993835992e-24 2.59693596205e-24 1.48876103282e-24 8.31283064189e-25 4.54832686793e-25 
5.23137476037e-22 4.03176098123e-22 3.03335223584e-22 2.23471510234e-22 1.6223156659e-22 1.16840005575e-22 8.41774900239e-23 6.09652849242e-23 4.4348256474e-23 3.22480487872e-23 2.32425136939e-23 1.6457982525e-23 1.13358188341e-23 7.54424056698e-24 4.8363652893e-24 2.98504956178e-24 1.77408718766e-24 1.02219944384e-24 5.7324574388e-25 3.14664568924e-25 
3.21927236173e-22 2.49638790668e-22 1.88703089243e-22 1.39602134612e-22 1.01510708342e-22 7.3076826745e-23 5.25220017569e-23 3.79459065708e-23 2.75660534553e-23 2.0065133872e-23 1.45188109372e-23 1.03497623418e-23 7.19382927731e-24 4.8363652893e-24 3.13548093811e-24 1.95422052583e-24 1.17133658718e-24 6.79125507572e-25 3.82543128108e-25 2.10743330885e-25 
1.91981327295e-22 1.49735619298e-22 1.13675854343e-22 8.44275212386e-23 6.15584448326e-23 4.43027642975e-23 3.17494974838e-23 2.29174036686e-23 1.66191893513e-23 1.20957584955e-23 8.77206833118e-24 6.28489737806e-24 4.39993835992e-24 2.98504956178e-24 1.95422052583e-24 1.23012447761e-24 7.43400144298e-25 4.33982256781e-25 2.45710121686e-25 1.35936972261e-25 
1.11009131929e-22 8.70535465131e-23 6.63361474489e-23 4.94397490573e-23 3.61483835756e-23 2.60281007803e-23 1.86526454407e-23 1.34181560907e-23 9.71539292444e-24 7.06881481689e-24 5.1317574229e-24 3.68942699061e-24 2.59693596205e-24 1.77408718766e-24 1.17133658718e-24 7.43400144298e-25 4.5279169609e-25 2.65999785476e-25 1.51352622731e-25 8.40438164279e-26 
6.25892636037e-23 4.93103521153e-23 3.77134473618e-23 2.81704219135e-23 2.06404732083e-23 1.48781709237e-23 1.06504092477e-23 7.65038808695e-24 5.53288774279e-24 4.02161946644e-24 2.92324097522e-24 2.1064783735e-24 1.48876103282e-24 1.02219944384e-24 6.79125507572e-25 4.33982256781e-25 2.65999785476e-25 1.57310040659e-25 8.9838432043e-26 5.00535464443e-26 
3.4495982932e-23 2.72761502547e-23 2.09117419641e-23 1.56549630663e-23 1.14907377785e-23 8.2909813501e-24 5.93167864542e-24 4.25505258234e-24 3.07433899393e-24 2.23338235308e-24 1.62390327736e-24 1.17256781032e-24 8.31283064189e-25 5.7324574388e-25 3.82543128108e-25 2.45710121686e-25 1.51352622731e-25 8.9838432043e-26 5.15303573174e-26 2.87852511205e-26 
1.8686559225e-23 1.48196577558e-23 1.13865076505e-23 8.5384808381e-24 6.27571547413e-24 4.53185896583e-24 3.240830319e-24 2.3220371849e-24 1.67615218684e-24 1.21691590547e-24 8.8514780802e-25 6.40020140878e-25 4.54832686793e-25 3.14664568924e-25 2.10743330885e-25 1.35936972261e-25 8.40438164279e-26 5.00535464443e-26 2.87852511205e-26 1.611741753e-26 
