4.646383763062258e-21 3.4400280197745966e-21 2.4880612409203917e-21 1.75971212904703e-21 1.2154280181272907e-21 8.228538450117489e-22 5.496062997818232e-22 3.6360477845361554e-22 2.3829340162531963e-22 1.5472016755800046e-22 9.942777559165469e-23 6.310457077419602e-23 3.946800385309905e-23 2.425817720702766e-23 1.4633742134928502e-23 8.646488602249317e-24 4.9918137275007236e-24 2.811838023635462e-24 1.546581188360636e-24 8.27455244222342e-25 
3.4400280197745966e-21 2.596917860978362e-21 1.8782525122260676e-21 1.332193623584524e-21 9.241108884573293e-22 6.2723961644231755e-22 4.193373462051966e-22 2.777277184832693e-22 1.8223299362412677e-22 1.184495160357281e-22 7.622685086044688e-23 4.845367031779056e-23 3.0368167156408954e-23 1.8725284343719984e-23 1.1334548491784396e-23 6.721338395596998e-24 3.8958428817345664e-24 2.2033982621437307e-24 1.2151120668931626e-24 6.53826304158327e-25 
2.4880612409203917e-21 1.8782525122260676e-21 1.399394839004696e-21 9.907043253539529e-22 6.890758625264838e-22 4.688413197943504e-22 3.137238060324846e-22 2.0783075847247714e-22 1.3645652866571416e-22 8.874924598944355e-23 5.716482894376664e-23 3.637528768641148e-23 2.2821332759465605e-23 1.409413780956747e-23 8.553655187444194e-24 5.087181490599589e-24 2.9575280002053106e-24 1.6778460469565213e-24 9.281063219155794e-25 4.999404133329973e-25 
1.75971212904703e-21 1.332193623584524e-21 9.907043253539529e-22 7.303380937340773e-22 5.063780009881095e-22 3.4540930725861556e-22 2.313022941594075e-22 1.5329753206223854e-22 1.0063709668127076e-22 6.546339751279383e-23 4.217319421501893e-23 2.6851633600005455e-23 1.6855470358432035e-23 1.0414373912107072e-23 6.3274656822779225e-24 3.770671012123168e-24 2.197426438457603e-24 1.2496319519508777e-24 6.928892855529496e-25 3.741733490141644e-25 
1.2154280181272907e-21 9.241108884573293e-22 6.890758625264838e-22 5.063780009881095e-22 3.701062866123041e-22 2.514201124149944e-22 1.6873856881962141e-22 1.1181780783783503e-22 7.34361365639691e-23 4.773891365779896e-23 3.07524150193411e-23 1.957096855697801e-23 1.2286049291799416e-23 7.589767785881596e-24 4.6104797020594726e-24 2.748785199942483e-24 1.603635169025018e-24 9.133295487260924e-25 5.07215435869516e-25 2.7435194135121107e-25 
8.228538450117489e-22 6.2723961644231755e-22 4.688413197943504e-22 3.4540930725861556e-22 2.514201124149944e-22 1.8264697737189919e-22 1.220589283505672e-22 8.102754570443697e-23 5.31905863171653e-23 3.4583145180765087e-23 2.2258620752245854e-23 1.415980828189092e-23 8.878774308145714e-24 5.480784456952727e-24 3.326089627118244e-24 1.9811148877385475e-24 1.1551849815758278e-24 6.577467991686315e-25 3.652836015884318e-25 1.9760275870119344e-25 
5.496062997818232e-22 4.193373462051966e-22 3.137238060324846e-22 2.313022941594075e-22 1.6873856881962141e-22 1.220589283505672e-22 8.849232777347488e-23 5.857004452186749e-23 3.848684151923771e-23 2.501650635144128e-23 1.6101564795571066e-23 1.0234800715448906e-23 6.413596788242388e-24 3.952863397608573e-24 2.3953532545040798e-24 1.424550675721266e-24 8.29353122799122e-25 4.71553001031769e-25 2.6149883520692702e-25 1.412399119802736e-25 
3.6360477845361554e-22 2.777277184832693e-22 2.0783075847247714e-22 1.5329753206223854e-22 1.1181780783783503e-22 8.102754570443697e-23 5.857004452186749e-23 4.2523056966317324e-23 2.7916714196268355e-23 1.8155831424119408e-23 1.1689350744140618e-23 7.432315363391697e-24 4.65579475343911e-24 2.868009329634212e-24 1.7355895885376423e-24 1.0305782889823049e-24 5.991057433491283e-25 3.4013526027342685e-25 1.8833563254421432e-25 1.015486380484198e-25 
2.3829340162531963e-22 1.8223299362412677e-22 1.3645652866571416e-22 1.0063709668127076e-22 7.34361365639691e-23 5.31905863171653e-23 3.848684151923771e-23 2.7916714196268355e-23 2.027296287208744e-23 1.319285260005367e-23 8.501909507700872e-24 5.411017254513886e-24 3.3926300396042444e-24 2.0907239020767897e-24 1.2650542625708082e-24 7.505798197429034e-25 4.3587267088620105e-25 2.472215971032488e-25 1.3675563343443574e-25 7.364978423237587e-26 
1.5472016755800046e-22 1.184495160357281e-22 8.874924598944355e-23 6.546339751279383e-23 4.773891365779896e-23 3.4583145180765087e-23 2.501650635144128e-23 1.8155831424119408e-23 1.319285260005367e-23 9.553271507461919e-24 6.1659615161883664e-24 3.931297236549761e-24 2.469557256179376e-24 1.5246669520867166e-24 9.237559997264281e-25 5.483985332936974e-25 3.1848392010146367e-25 1.80628940350916e-25 9.991595303695425e-26 5.380337624269768e-26 
9.942777559165469e-23 7.622685086044688e-23 5.716482894376664e-23 4.217319421501893e-23 3.07524150193411e-23 2.2258620752245854e-23 1.6101564795571066e-23 1.1689350744140618e-23 8.501909507700872e-24 6.1659615161883664e-24 4.431526371865233e-24 2.832174876670631e-24 1.784024451276945e-24 1.1047450296267944e-24 6.712813355166005e-25 3.994477946741403e-25 2.3235307292531605e-25 1.319481727143503e-25 7.308489046129611e-26 3.9409251529140374e-26 
6.310457077419602e-23 4.845367031779056e-23 3.637528768641148e-23 2.6851633600005455e-23 1.957096855697801e-23 1.415980828189092e-23 1.0234800715448906e-23 7.432315363391697e-24 5.411017254513886e-24 3.931297236549761e-24 2.832174876670631e-24 2.007113697729082e-24 1.268324979597602e-24 7.883617159127241e-25 4.809769893178197e-25 2.8731663560577557e-25 1.6767757653874835e-25 9.547360137251236e-26 5.301596562461281e-26 2.866782948451364e-26 
3.946800385309905e-23 3.0368167156408954e-23 2.2821332759465605e-23 1.6855470358432035e-23 1.2286049291799416e-23 8.878774308145714e-24 6.413596788242388e-24 4.65579475343911e-24 3.3926300396042444e-24 2.469557256179376e-24 1.784024451276945e-24 1.268324979597602e-24 8.803639366668516e-25 5.49374170598213e-25 3.3672476121070898e-25 2.0212620745574796e-25 1.1850210953047345e-25 6.774409180321599e-26 3.774867062924083e-26 2.0486866103848812e-26 
2.425817720702766e-23 1.8725284343719984e-23 1.409413780956747e-23 1.0414373912107072e-23 7.589767785881596e-24 5.480784456952727e-24 3.952863397608573e-24 2.868009329634212e-24 2.0907239020767897e-24 1.5246669520867166e-24 1.1047450296267944e-24 7.883617159127241e-25 5.49374170598213e-25 3.7144215318993816e-25 2.2871147972840845e-25 1.3800864781162053e-25 8.13417358407961e-26 4.6731565090578624e-26 2.615394653771394e-26 1.425125843627872e-26 
1.4633742134928502e-23 1.1334548491784396e-23 8.553655187444194e-24 6.3274656822779225e-24 4.6104797020594726e-24 3.326089627118244e-24 2.3953532545040798e-24 1.7355895885376423e-24 1.2650542625708082e-24 9.237559997264281e-25 6.712813355166005e-25 4.809769893178197e-25 3.3672476121070898e-25 2.2871147972840845e-25 1.5000265985360463e-25 9.097016488910726e-26 5.391053157005884e-26 3.1139029798655436e-26 1.7514438833110458e-26 9.586248537528122e-27 
8.646488602249317e-24 6.721338395596998e-24 5.087181490599589e-24 3.770671012123168e-24 2.748785199942483e-24 1.9811148877385475e-24 1.424550675721266e-24 1.0305782889823049e-24 7.505798197429034e-25 5.483985332936974e-25 3.994477946741403e-25 2.8731663560577557e-25 2.0212620745574796e-25 1.3800864781162053e-25 9.097016488910726e-26 5.771673690540882e-26 3.437735863864342e-26 1.9961018728063597e-26 1.1284715867212717e-26 6.205784188791971e-27 
4.9918137275007236e-24 3.8958428817345664e-24 2.9575280002053106e-24 2.197426438457603e-24 1.603635169025018e-24 1.1551849815758278e-24 8.29353122799122e-25 5.991057433491283e-25 4.3587267088620105e-25 3.1848392010146367e-25 2.3235307292531605e-25 1.6767757653874835e-25 1.1850210953047345e-25 8.13417358407961e-26 5.391053157005884e-26 3.437735863864342e-26 2.107554226319057e-26 1.2294229887616595e-26 6.98325720723054e-27 3.857953265419094e-27 
2.811838023635462e-24 2.2033982621437307e-24 1.6778460469565213e-24 1.2496319519508777e-24 9.133295487260924e-25 6.577467991686315e-25 4.71553001031769e-25 3.4013526027342685e-25 2.472215971032488e-25 1.80628940350916e-25 1.319481727143503e-25 9.547360137251236e-26 6.774409180321599e-26 4.6731565090578624e-26 3.1139029798655436e-26 1.9961018728063597e-26 1.2294229887616595e-26 7.290819996054829e-27 4.1580398353357605e-27 2.3067373411555102e-27 
1.546581188360636e-24 1.2151120668931626e-24 9.281063219155794e-25 6.928892855529496e-25 5.07215435869516e-25 3.652836015884318e-25 2.6149883520692702e-25 1.8833563254421432e-25 1.3675563343443574e-25 9.991595303695425e-26 7.308489046129611e-26 5.301596562461281e-26 3.774867062924083e-26 2.615394653771394e-26 1.7514438833110458e-26 1.1284715867212717e-26 6.98325720723054e-27 4.1580398353357605e-27 2.3944077206349323e-27 1.3336519215711651e-27 
8.27455244222342e-25 6.53826304158327e-25 4.999404133329973e-25 3.741733490141644e-25 2.7435194135121107e-25 1.9760275870119344e-25 1.412399119802736e-25 1.015486380484198e-25 7.364978423237587e-26 5.380337624269768e-26 3.9409251529140374e-26 2.866782948451364e-26 2.0486866103848812e-26 1.425125843627872e-26 9.586248537528122e-27 6.205784188791971e-27 3.857953265419094e-27 2.3067373411555102e-27 1.3336519215711651e-27 7.511939816755297e-28 
