k[h/Mpc] dP/dk(z=0.00) dP/dk(z=0.08) dP/dk(z=0.17) dP/dk(z=0.29) dP/dk(z=0.42) dP/dk(z=0.59) dP/dk(z=0.80) dP/dk(z=1.08) dP/dk(z=1.45) dP/dk(z=2.00) 
0.0889414285714 -133684.413711 -123012.471683 -112075.687985 -100467.139785 -87760.115699 -74925.7786665 -61938.5431597 -49514.0076672 -38813.8300675 -26677.3546278 
0.0905728571429 -126669.37817 -116872.326215 -106092.332679 -94679.2807408 -83065.8660098 -70929.1466124 -58614.7584516 -46860.8514069 -36818.0529989 -25311.3027779 
0.0925742857143 -116945.472179 -107941.82589 -98191.1932866 -87773.6373252 -76810.7495623 -65555.6411741 -54155.7470729 -43246.9817554 -33836.6263007 -23296.9177447 
0.0943014285714 -108712.929197 -100014.794216 -91041.7586726 -81513.2885027 -71147.5332997 -60691.4851659 -50120.9507183 -39946.4663028 -31005.8605382 -21366.6359352 
0.0960785714286 -99234.8948411 -91285.6595419 -83141.6283602 -74464.4342926 -64907.9522417 -55317.9520235 -45623.4815684 -36243.942901 -27872.1680994 -19203.9602688 
0.0975585714286 -91900.2799682 -84847.8784371 -77132.6026025 -68835.6105162 -60075.1079744 -51136.9160863 -42133.8717196 -33389.9237191 -25447.3101918 -17547.3473292 
0.0994085714286 -83975.0050375 -77436.2726059 -70110.8693927 -62325.6125142 -54464.0974618 -46293.4794067 -38097.3921932 -30105.5029826 -22708.5565129 -15654.9676287 
0.101015714286 -76943.2645721 -70347.3632639 -63675.5558772 -56778.7671971 -49508.0323374 -42028.959717 -34523.3901372 -27187.6527407 -20361.5420785 -14027.7171493 
0.102747142857 -70135.9928801 -64240.133294 -58126.0810382 -51696.9770579 -44873.289409 -38028.8021355 -31175.3367501 -24473.8885013 -18220.5977939 -12547.3731515 
0.104391428571 -64167.8663032 -59011.0467641 -53324.0557109 -47231.571834 -40882.0189721 -34561.0447229 -28276.9471565 -22150.0846656 -16416.4346549 -11284.452194 
0.10589 -58958.7541247 -54063.819805 -48742.9079545 -43117.9032462 -37343.7699571 -31518.4538513 -25736.8014534 -20110.5752317 -14850.9819258 -10199.0032071 
0.107862857143 -53278.7213163 -48653.6542032 -43838.5916912 -38805.6443765 -33543.2719267 -28252.4064138 -23008.0850551 -17918.6446998 -13182.0779696 -9035.00057488 
0.109472857143 -49613.5732453 -45337.6939864 -40681.3261629 -35801.7350439 -30887.5372468 -25944.7298737 -21080.4822925 -16384.8085901 -12026.2191256 -8223.50320265 
0.111302857143 -45528.6583042 -41614.55704 -37345.9171145 -32797.7030964 -28065.8708372 -23514.1044357 -19049.5690666 -14760.6012531 -10821.0316395 -7372.31195353 
0.113038571429 -42998.077293 -39144.8173557 -35133.3660984 -30911.6616449 -26429.5784071 -22101.6452588 -17869.0572797 -13821.8894846 -10130.1745148 -6880.4940602 
0.11468 -41538.0551761 -37581.2540622 -33520.4498213 -29410.8911066 -25341.9476326 -21164.9927126 -17096.035609 -13219.6379082 -9678.15545359 -6566.94857202 
0.116262857143 -40303.0016253 -36439.7810616 -32610.0607334 -28702.8887218 -24613.0314094 -20567.9796463 -16618.8735696 -12847.8027999 -9403.56442158 -6370.32128222 
0.118174285714 -39422.3234071 -35865.8251832 -32088.9530509 -28145.6528055 -24106.5430616 -20178.3761498 -16327.5183196 -12634.446442 -9251.163601 -6263.07041958 
0.120087142857 -39274.2617132 -35885.787166 -32210.4650756 -28304.4137224 -24243.8332523 -20309.3013725 -16463.0785781 -12772.5832534 -9374.86355446 -6352.14940536 
0.121915714286 -40123.6508637 -36618.424879 -32871.1653782 -28958.3237323 -24976.4614698 -20986.3363858 -17065.080795 -13285.8506013 -9785.25747509 -6647.01435345 
0.123625714286 -40887.7502067 -37330.2383321 -33457.069572 -29468.5670085 -25608.5630891 -21598.9369688 -17620.4287513 -13759.7921937 -10164.776803 -6927.729432 
0.12514 -41218.6330569 -37628.9862614 -33949.3505002 -30138.6659811 -26167.9824391 -22115.1453837 -18084.109066 -14158.7563328 -10491.3521264 -7170.73793657 
0.127147142857 -42559.8222398 -39060.7030947 -35386.6984729 -31465.3234691 -27230.6564798 -23082.7818693 -18945.2164167 -14891.1633465 -11075.671084 -7598.59659381 
0.1287 -43865.930549 -40369.021806 -36644.0705834 -32653.4426467 -28362.6311305 -24123.5410571 -19868.9703416 -15675.1962159 -11701.7203434 -8055.85455655 
0.13019 -44362.5227041 -40806.2136564 -37130.7784565 -33252.50087 -29075.9855409 -24800.2242433 -20479.5535938 -16201.5515753 -12133.0103213 -8376.28615944 
0.131994285714 -45154.523303 -41465.8398916 -37685.9335853 -33745.888113 -29590.2796598 -25289.2095888 -20932.5066168 -16604.4406949 -12467.907019 -8634.26126646 
0.133685714286 -46017.8888472 -42490.3539394 -38748.2585561 -34762.5720299 -30518.1252447 -26144.4455003 -21697.0243671 -17263.5619791 -13016.6885555 -9044.14896144 
0.135658571429 -46131.6563972 -42921.6214373 -39328.5866265 -35375.1238941 -31095.9488815 -26704.4117844 -22211.6261016 -17717.7201012 -13416.9129592 -9345.21431236 
0.137262857143 -45863.5394387 -42575.3605191 -38960.135725 -35045.784093 -30876.8348914 -26549.8920731 -22101.7261533 -17642.5159314 -13376.212097 -9324.22655903 
0.138964285714 -45929.9919907 -42771.503269 -39153.1831993 -35210.5142964 -31100.3734805 -26781.9020138 -22333.9013173 -17869.3317924 -13594.8504673 -9494.23074416 
0.140751428571 -45506.5576755 -42435.0034176 -38911.7772549 -35052.8085459 -31005.5578073 -26734.5319057 -22330.6018627 -17906.3556991 -13668.5481578 -9559.15496598 
0.142482857143 -44182.4957912 -41016.3251776 -37718.8089036 -34153.7186281 -30182.7531997 -26041.1106406 -21756.9281103 -17446.8257677 -13323.8619961 -9312.68930065 
0.144142857143 -43346.7640653 -40184.0481443 -36897.3873139 -33389.0163037 -29558.006816 -25524.6380167 -21344.2213103 -17135.0940461 -13110.5483659 -9170.10908236 
0.145842857143 -42084.8638424 -39041.9742692 -35764.1545863 -32273.520423 -28609.1522727 -24713.2974107 -20673.0055744 -16606.8880148 -12724.1121147 -8901.75620541 
0.147714285714 -40288.2196982 -37529.9236885 -34435.6110536 -31077.4888657 -27545.0326548 -23789.341071 -19890.1990816 -15971.039365 -12244.76543 -8555.56324996 
0.149428571429 -38353.6670795 -35684.7756869 -32785.5125569 -29620.8359481 -26161.5107598 -22580.28555 -18872.6455727 -15150.694209 -11616.3421 -8108.13571867 
0.151028571429 -36754.8939445 -34060.2386081 -31319.4343817 -28340.5401399 -24922.0344026 -21492.0891464 -17954.5333947 -14406.8860411 -11035.1556811 -7696.19836964 
0.152728571429 -34835.4032611 -32448.6534172 -29771.8929978 -26839.1966736 -23696.2972406 -20417.4181666 -17041.573226 -13665.6099625 -10462.7606349 -7287.03337205 
0.154642857143 -32348.6773815 -30115.0322634 -27536.4076088 -24731.2852802 -21839.5957702 -18781.7596126 -15644.462492 -12520.3353151 -9568.45710566 -6643.78241524 
0.156271428571 -31292.4717113 -28901.3382024 -26388.0850037 -23711.2999573 -20835.1603285 -17904.1922701 -14896.9677323 -11903.7249103 -9084.82392218 -6295.96629053 
0.157914285714 -29235.2242281 -26973.4348951 -24575.7913296 -22030.199057 -19332.482764 -16569.5539754 -13751.3013803 -10958.9201806 -8337.42668298 -5764.18503988 
0.159557142857 -27355.7282306 -25268.6641163 -22983.4029696 -20549.6485857 -18029.9465185 -15411.2806024 -12756.949348 -10140.4850571 -7689.58047198 -5306.25050345 
0.161371428571 -25856.8405666 -23783.8276677 -21616.1989897 -19322.3298499 -16875.0213392 -14394.5124451 -11888.4259677 -9422.52965004 -7115.01717212 -4893.16954563 
0.163142857143 -24174.4525934 -22182.1071048 -20116.7199553 -17934.1725909 -15595.0001971 -13255.8985551 -10907.0449539 -8606.10656878 -6458.99750632 -4422.03305533 
0.164757142857 -23078.7031601 -21331.8337713 -19290.3153612 -17087.6124571 -14876.6701815 -12611.6905045 -10348.6994957 -8144.06325963 -6095.77227537 -4164.56352603 
0.166628571429 -21789.7026151 -20015.0880089 -18032.6420622 -15932.6549186 -13820.6795479 -11665.2277709 -9527.38792743 -7455.31340312 -5535.24642784 -3764.11347637 
0.168257142857 -21176.4774185 -19135.4519396 -17204.3772706 -15264.7527468 -13195.66156 -11120.7981606 -9064.84138232 -7072.754645 -5225.82767457 -3545.05062118 
0.17 -20305.8338235 -18447.9751488 -16576.331228 -14645.4352926 -12612.6338024 -10589.5738524 -8600.75845669 -6681.398343 -4898.71630286 -3315.02613677 
0.1716 -19514.2474996 -17922.3912092 -16118.7046991 -14170.0136178 -12155.0770464 -10171.9419618 -8240.58818166 -6383.41939351 -4652.42574068 -3143.49560536 
0.173342857143 -19167.271528 -17501.2494208 -15701.4917791 -13805.6237583 -11861.4177328 -9919.45288601 -8019.56231708 -6191.95634714 -4494.7239343 -3034.6553104 
0.1753 -18771.6039414 -17046.0229559 -15250.5789678 -13403.9183847 -11533.3337873 -9633.37337841 -7766.58798219 -5970.59510681 -4309.71014761 -2906.5289369 
0.176985714286 -18510.8470613 -16900.8452968 -15145.534649 -13300.833676 -11433.9726232 -9551.57144266 -7704.07017321 -5923.53465629 -4268.78942636 -2883.8033738 
0.178671428571 -18309.5955391 -16754.7961239 -15030.075329 -13200.1556503 -11341.7924234 -9476.07687516 -7643.29946643 -5873.52534033 -4222.40757389 -2857.66604464 
0.180457142857 -18243.5011496 -16577.5656595 -14920.0128328 -13189.3776501 -11303.9952629 -9460.76769774 -7645.16630628 -5883.40294867 -4230.96328966 -2874.80475061 
0.182214285714 -18182.1317249 -16521.5071164 -14897.1554356 -13200.7592215 -11320.4457531 -9492.21756871 -7685.90063262 -5925.55222691 -4265.27197315 -2911.1242261 
0.183928571429 -17974.8196785 -16573.805991 -14913.9641681 -13122.826159 -11344.6613937 -9533.35392235 -7736.92858508 -5982.46265377 -4322.21571745 -2963.27850803 
0.1857 -17903.6579307 -16572.0197712 -14924.4929954 -13134.6819288 -11395.9287902 -9600.62112637 -7814.14689583 -6062.87018643 -4397.79166911 -3030.37800822 
0.187328571429 -18019.3867499 -16489.014415 -14911.4250522 -13250.6567379 -11473.1327262 -9692.36855559 -7917.73415216 -6170.55944863 -4497.9967078 -3115.29673615 
0.189071428571 -17982.8259375 -16419.286951 -14889.5724927 -13291.4016151 -11520.5807062 -9761.50553062 -8002.5675704 -6262.26989339 -4587.77879811 -3192.61616599 
0.190842857143 -17774.8064467 -16385.252151 -14891.7272836 -13287.5576877 -11570.0429091 -9846.68622949 -8107.01648224 -6374.51776917 -4702.52380871 -3289.90916214 
0.192442857143 -17610.9964575 -16291.3410271 -14832.0368892 -13250.2517388 -11569.6244155 -9875.12013141 -8155.40891082 -6435.24808809 -4768.91060573 -3348.62188098 
0.194257142857 -17480.5495013 -16149.9966837 -14731.3395056 -13213.3274368 -11589.1289614 -9926.17604931 -8233.56835529 -6531.26449477 -4868.52272459 -3435.41821761 
0.196014285714 -17307.7698392 -15998.0563582 -14614.3938899 -13139.3979207 -11559.5882472 -9927.76545644 -8261.12755764 -6578.15590694 -4925.16868637 -3486.88114907 
0.197757142857 -17143.9463071 -15904.8882206 -14543.1307714 -13075.0133829 -11523.9253863 -9926.9070294 -8289.45530495 -6629.408948 -4993.28313423 -3540.35086081 
0.199385714286 -16946.6647687 -15764.9405879 -14424.1818079 -12966.1351715 -11441.0815235 -9874.23566207 -8263.41774988 -6625.38137671 -5007.43424868 -3554.06738397 
0.2011 -16708.7339999 -15481.0548011 -14177.0043248 -12790.4545343 -11319.7043875 -9783.14437155 -8203.46921884 -6595.61652185 -5002.18622522 -3555.89500595 
0.2029 -16536.5089356 -15236.3364688 -13954.5659857 -12635.5158152 -11224.7989174 -9712.98297409 -8160.6671655 -6580.08402247 -5007.85079305 -3566.78736175 
0.204685714286 -16051.6251981 -14922.5420748 -13704.4386974 -12390.2976333 -10977.2902706 -9515.64083228 -8003.75309706 -6456.95546249 -4920.34571716 -3498.8699756 
0.206357142857 -15662.1176689 -14693.6281442 -13541.564756 -12237.906581 -10820.7595234 -9403.3203715 -7925.9653888 -6405.6680996 -4892.55082113 -3478.28664588 
0.208042857143 -15374.4135377 -14317.571743 -13158.2405166 -11897.5670304 -10541.7075574 -9146.81333219 -7698.47141875 -6215.23827602 -4745.82395643 -3366.2446949 
0.209842857143 -15073.3357851 -13924.8797243 -12763.3815201 -11555.5170086 -10270.468326 -8905.21471836 -7489.50433852 -6045.4543786 -4623.00649869 -3269.64275088 
0.2115 -14734.5390779 -13623.6903862 -12481.2023906 -11285.3387615 -10018.1961989 -8678.93617001 -7292.28804065 -5880.54404179 -4493.31687307 -3171.7336676 
0.2131 -14304.5763262 -13281.1584848 -12157.8738387 -10951.6109048 -9684.99952496 -8373.44140086 -7020.42478601 -5648.64212684 -4309.26819906 -3027.17834713 
0.214828571429 -13968.4141925 -12994.7659189 -11891.211475 -10692.317557 -9439.75108657 -8154.47973096 -6830.51473527 -5490.76849907 -4185.5816972 -2934.25692061 
0.216628571429 -13451.6434112 -12458.4685369 -11387.1807053 -10241.369519 -9030.02650721 -7773.71668422 -6486.62474009 -5192.60779063 -3940.84608124 -2742.31762962 
0.218314285714 -13067.8109187 -12067.6964742 -11019.0454895 -9911.89845105 -8740.13143467 -7509.19700407 -6252.71871649 -4994.1851249 -3780.52811387 -2618.08195688 
0.220028571429 -12681.5503958 -11719.6397684 -10702.0611227 -9612.215055 -8435.73567719 -7228.65797918 -5999.61438831 -4774.27359425 -3603.32634315 -2484.21451128 
0.2217 -12206.1232787 -11282.8259892 -10308.0727754 -9244.55530148 -8055.98533947 -6873.45704506 -5674.71256255 -4488.83041431 -3371.08596242 -2304.44126182 
0.223471428571 -11952.7470745 -11033.3445352 -10059.0194612 -9005.59361305 -7851.89965129 -6691.69336835 -5517.17432631 -4357.79498073 -3267.0893877 -2229.28503858 
0.225228571429 -11608.9713323 -10667.7113266 -9656.24540759 -8590.69032401 -7492.19692067 -6354.96214333 -5209.61899104 -4087.76475625 -3043.68587073 -2059.22313174 
0.226957142857 -11389.5035616 -10436.6363487 -9414.63372344 -8356.46244148 -7300.95898503 -6185.11837394 -5061.87468883 -3965.0043619 -2947.3823629 -1988.38379478 
0.2287 -10998.4437469 -10123.0714981 -9150.3369007 -8108.38007999 -7031.22728001 -5935.95802678 -4839.29860003 -3772.55010244 -2787.72865404 -1873.13222772 
0.230385714286 -10621.999374 -9827.67218222 -8896.9724785 -7863.94946478 -6768.11873849 -5692.45941813 -4620.92309451 -3583.35792706 -2631.60562694 -1758.49243103 
0.2322 -10473.5742118 -9630.75356004 -8697.98705128 -7694.02553344 -6641.90676847 -5587.11847669 -4535.72465375 -3517.98097627 -2582.90647834 -1728.32945336 
0.233942857143 -10278.7190998 -9364.21659869 -8424.17774246 -7451.25771233 -6441.52507375 -5406.29783848 -4377.91294053 -3384.7466383 -2473.13225786 -1653.76873742 
0.235642857143 -10105.1906457 -9183.04340588 -8252.89845504 -7300.74307528 -6316.07051983 -5298.98333921 -4288.89197978 -3314.11900212 -2419.95837046 -1617.27812076 
0.237457142857 -9892.83260115 -9033.10162389 -8130.28929776 -7184.91084585 -6200.943625 -5204.09046006 -4215.81885454 -3260.21047191 -2378.12657311 -1598.65553348 
0.239142857143 -9701.09772004 -8886.03635502 -8003.19740949 -7064.64969537 -6086.06944835 -5107.63692491 -4138.91968871 -3201.27774522 -2331.99054364 -1573.13491206 
0.240714285714 -9565.68736382 -8752.19426439 -7886.40937261 -6970.47958896 -6010.36097964 -5047.16909834 -4092.59505714 -3168.10087552 -2310.48584541 -1561.31788857 
0.2425 -9443.72015168 -8639.78917362 -7802.83879569 -6917.9213068 -5973.6483242 -5027.40649125 -4089.16601309 -3176.30830896 -2322.5082686 -1585.24783066 
0.244328571429 -9264.71733131 -8464.97739444 -7648.32316354 -6788.28772208 -5860.81854574 -4931.16805552 -4009.33859165 -3113.23620062 -2276.47653953 -1553.5839979 
0.246028571429 -9187.66512544 -8426.99538928 -7619.92120563 -6761.7914008 -5850.11022109 -4939.20923524 -4033.32036209 -3146.31849964 -2306.69086224 -1590.12535908 
0.247771428571 -9115.37061028 -8393.9162396 -7598.95155674 -6743.91504771 -5846.63138863 -4954.11701341 -4064.44921524 -3185.95947236 -2341.91944119 -1631.7501344 
0.249485714286 -8956.57572374 -8239.91212625 -7456.66686283 -6618.35106986 -5740.01325518 -4862.06394798 -3986.78741184 -3123.53125568 -2295.99229041 -1597.46064375 
0.251242857143 -8909.81864013 -8194.12834313 -7411.63376254 -6587.80977052 -5752.77039661 -4892.44791988 -4029.98390818 -3173.60536016 -2344.6626157 -1645.59883522 
0.252985714286 -8801.64366522 -8092.13952515 -7314.27444727 -6503.63968272 -5701.41383614 -4856.53241119 -4007.46561255 -3161.91262981 -2340.69615265 -1648.05902043 
0.254671428571 -8693.37608987 -7991.08348239 -7231.57301054 -6437.3393876 -5635.00750049 -4804.25523107 -3968.41180904 -3134.69521506 -2323.32453067 -1638.68713898 
0.256371428571 -8652.98316098 -7952.00556504 -7214.77023936 -6441.32200114 -5635.13958088 -4819.63266998 -3995.90556696 -3169.35637008 -2359.27130788 -1673.93204322 
0.258142857143 -8527.62889633 -7828.32266322 -7099.58705435 -6338.87952989 -5546.02673501 -4743.7237035 -3933.29354133 -3119.82456716 -2322.17085946 -1649.04110039 
0.259871428571 -8390.61357955 -7730.80276757 -7034.48748432 -6291.94350115 -5496.37962443 -4708.34144262 -3910.49703431 -3107.68702325 -2319.25674707 -1646.23324598 
0.261442857143 -8274.18160349 -7654.94465805 -6992.69022476 -6269.0884601 -5468.77319227 -4693.9732631 -3907.22381863 -3112.58357006 -2330.70304719 -1654.26801779 
0.263171428571 -8147.43289782 -7534.27065372 -6879.12847618 -6163.87569424 -5371.46526964 -4607.89241531 -3833.31199748 -3051.66452823 -2283.11559355 -1620.02581191 
0.265 -7978.50395461 -7379.51918943 -6739.12873178 -6047.59909561 -5297.27544218 -4548.64302516 -3787.10428347 -3017.68516937 -2260.68644345 -1601.86012597 
0.266714285714 -7824.79722924 -7237.89520161 -6610.02582806 -5939.20134872 -5227.13272039 -4491.81557295 -3742.0309023 -2984.15012336 -2237.86983046 -1583.55321734 
0.268457142857 -7707.05931601 -7128.66265831 -6510.85037507 -5848.74270358 -5140.22946626 -4415.70607203 -3677.40930734 -2931.12189942 -2196.5766641 -1554.45722128 
0.270128571429 -7617.21419156 -7044.09172109 -6415.63725279 -5744.63010212 -5047.08007874 -4333.11237783 -3606.15037574 -2873.3992627 -2156.29748743 -1518.36989827 
0.271828571429 -7525.28324082 -6958.15470061 -6322.9683492 -5645.87285001 -4956.80824776 -4252.91161168 -3537.19542445 -2817.68685467 -2116.4559724 -1484.32849953 
0.2736 -7397.84370932 -6839.36644639 -6218.70560798 -5557.41204073 -4879.46423327 -4186.53491503 -3481.50888306 -2772.60937075 -2081.3234169 -1460.35148214 
0.275271428571 -7234.47922348 -6660.69179516 -6063.17991261 -5435.04695555 -4772.53968634 -4088.34457342 -3391.95061418 -2695.36140117 -2023.51044703 -1411.3752191 
0.277 -7085.49156434 -6502.68518196 -5925.56329367 -5325.43094299 -4676.64954206 -4001.91727897 -3314.81082738 -2629.66809893 -1974.17823545 -1371.41863821 
0.278814285714 -6978.84523159 -6413.07747267 -5841.24749789 -5243.990772 -4603.60027959 -3939.21042863 -3263.36925209 -2589.16151163 -1942.72301888 -1349.81983191 
0.280442857143 -6826.61421312 -6299.59471783 -5732.06909222 -5127.56709191 -4492.50283674 -3836.63953589 -3171.92420094 -2511.41090059 -1881.42183309 -1298.71707384 
0.282157142857 -6692.21260537 -6195.25105059 -5633.08551223 -5026.11490034 -4397.40726281 -3750.96399913 -3096.98003807 -2448.81437624 -1832.49236103 -1259.61170138 
0.283971428571 -6595.90495488 -6100.26517534 -5546.04572322 -4949.94253433 -4331.58119251 -3694.78445401 -3050.30145823 -2411.65451432 -1804.57220703 -1240.79379421 
0.285728571429 -6483.02440264 -5995.41604565 -5434.13410492 -4831.64363552 -4223.42317289 -3595.4592171 -2959.66284641 -2332.85216334 -1744.18282173 -1191.97046548 
0.2875 -6379.34471102 -5898.04273804 -5335.77949431 -4733.49043712 -4135.23284313 -3516.02501495 -2889.17263354 -2272.97862965 -1698.5817175 -1156.58356646 
0.289057142857 -6297.20936606 -5822.52686741 -5270.0632945 -4677.76401439 -4087.06552622 -3475.70074334 -2857.05681678 -2248.58089824 -1680.19142174 -1144.97872063 
0.290871428571 -6187.0367858 -5692.49513018 -5155.7169084 -4585.07651646 -3991.79011736 -3387.28242089 -2778.87468771 -2183.10157991 -1628.6395009 -1105.73633327 
0.2927 -6081.56007107 -5574.61768463 -5052.02031673 -4500.07394965 -3907.16960799 -3310.11245562 -2711.57105052 -2127.40379136 -1585.10248219 -1073.40479636 
0.294342857143 -6004.74375301 -5510.05531842 -4992.98829575 -4445.80124734 -3862.877448 -3274.35049278 -2683.76447013 -2106.50777225 -1569.82430597 -1063.74352415 
0.296028571429 -5900.80999801 -5411.00701047 -4900.80694857 -4361.7469412 -3787.08156164 -3204.97013026 -2622.66821848 -2055.53061854 -1530.41977671 -1036.05055966 
0.297742857143 -5800.81792737 -5317.03496018 -4813.12480386 -4280.99561277 -3714.51755962 -3139.36092001 -2565.12223658 -2007.58986855 -1493.55720145 -1010.49904122 
0.299557142857 -5716.2245049 -5241.1081473 -4746.08627224 -4223.12908986 -3666.63127384 -3100.26662767 -2534.00004272 -1983.77814561 -1476.12213878 -998.441881421 
0.301314285714 -5647.85071899 -5174.45827081 -4681.51837113 -4160.33837546 -3604.29030062 -3046.17906468 -2489.06254005 -1947.85778239 -1448.13890481 -980.510485358 
0.303014285714 -5585.8428456 -5113.62539901 -4622.29193715 -4102.09958209 -3545.80339169 -2996.08703798 -2447.73185333 -1914.91291828 -1422.54129163 -964.50285291 
0.304671428571 -5507.7027881 -5043.67610951 -4560.40284104 -4048.57242574 -3500.87583139 -2958.35912552 -2416.73172278 -1890.2049034 -1404.07057046 -950.968108401 
0.306457142857 -5433.54068637 -4972.90953056 -4494.15025588 -3988.10222412 -3448.2025087 -2912.73774535 -2380.06654361 -1862.37015822 -1383.46148941 -939.425889505 
0.308171428571 -5365.32266344 -4906.57087441 -4430.32337848 -3929.11118246 -3397.20208465 -2868.72298221 -2344.86991046 -1836.58684979 -1364.64707898 -930.690580707 
0.309828571429 -5295.43885122 -4842.63445413 -4372.32848229 -3877.27186786 -3352.18257976 -2830.2746203 -2313.3571409 -1812.01239775 -1346.06938363 -918.306616949 
0.311528571429 -5226.37007634 -4778.49171517 -4313.87746991 -3824.90129645 -3307.11872042 -2792.80439862 -2283.30787931 -1788.55185718 -1328.51847156 -906.767945716 
0.313342857143 -5161.91717553 -4714.43222486 -4251.13412065 -3766.89052846 -3258.29990753 -2755.35533201 -2255.79309201 -1769.086503 -1314.3221031 -901.121534793 
0.315142857143 -5095.0253091 -4650.3645486 -4190.61432594 -3711.51800254 -3211.21762993 -2717.93146611 -2227.34374701 -1747.99454012 -1298.79249224 -892.918955449 
0.316785714286 -5028.54235042 -4591.59294465 -4139.43981622 -3667.16586656 -3172.04130668 -2683.23618261 -2196.990295 -1722.81751074 -1279.29268539 -877.619889464 
0.3185 -4965.00858762 -4528.8902195 -4078.57779612 -3610.9713975 -3124.88055835 -2646.96635628 -2171.47644209 -1706.27880498 -1268.83421876 -874.812862945 
0.3202 -4901.28079641 -4466.66780648 -4018.47319532 -3555.36795285 -3078.88884555 -2611.65465192 -2146.63230651 -1690.39246482 -1258.89576255 -872.359459599 
0.321928571429 -4841.30055147 -4411.75955421 -3969.71821076 -3512.77226819 -3040.18121401 -2577.68048585 -2117.13148289 -1665.75114694 -1239.64092736 -857.459468303 
0.323557142857 -4764.11762743 -4346.37055438 -3911.39868752 -3461.51512485 -3000.46276983 -2545.10670271 -2092.0125956 -1647.2957579 -1226.33515051 -849.535252495 
0.3253 -4649.28638458 -4256.96300288 -3834.02823303 -3394.80854171 -2955.97696695 -2510.15270688 -2066.72118734 -1630.72301215 -1215.4737801 -845.092567378 
0.327128571429 -4566.24581126 -4186.24534224 -3771.22044721 -3339.56246774 -2912.56155889 -2474.81458707 -2039.07426676 -1610.29862788 -1200.8936581 -836.232086682 
0.328785714286 -4512.89011453 -4137.43457869 -3728.0897413 -3302.47379024 -2880.12765627 -2445.99180315 -2013.74544088 -1588.81213898 -1183.95061735 -823.18748671 
0.330514285714 -4463.18327337 -4086.31650785 -3677.03838677 -3252.80494012 -2832.13129446 -2408.09671931 -1986.62574996 -1570.85749053 -1172.34865387 -817.828516606 
0.332228571429 -4415.12694907 -4035.99612916 -3627.38316454 -3204.63363762 -2785.30173427 -2371.14568469 -1959.80127498 -1553.14728982 -1160.89003248 -812.432943565 
0.333957142857 -4360.41021782 -3988.19397673 -3585.18217659 -3167.60317472 -2754.31699625 -2343.44398924 -1935.50017166 -1532.49757399 -1144.4870444 -799.891962314 
0.335714285714 -4291.26541547 -3923.21793343 -3528.38696078 -3120.33827887 -2713.52118149 -2310.17642521 -1908.83030436 -1512.14263748 -1130.07171709 -790.154723799 
0.337428571429 -4193.47805357 -3829.75977548 -3451.50310085 -3061.93363651 -2665.76149621 -2273.48970925 -1880.86270148 -1491.43109365 -1117.04692691 -781.941004776 
0.339157142857 -4123.57026001 -3762.80622446 -3394.13879929 -3015.17293943 -2625.62914526 -2240.91851856 -1855.06396676 -1471.64711797 -1103.19687175 -772.536414127 
0.340928571429 -4071.75586082 -3721.55295594 -3356.35487652 -2979.56306511 -2597.00997101 -2215.8971369 -1833.24518965 -1453.37921948 -1088.76793026 -761.991299639 
0.342728571429 -4034.73134393 -3666.83512901 -3306.99561035 -2939.89212272 -2552.15778308 -2177.53353612 -1803.30622855 -1431.75495264 -1073.17602089 -751.137609465 
0.344342857143 -4006.58591428 -3619.32829853 -3264.02466771 -2905.85394254 -2511.40508212 -2142.4762475 -1776.08267076 -1412.38784726 -1059.1643425 -741.39665568 
0.346071428571 -3954.68865338 -3575.4827585 -3224.54976062 -2870.18074356 -2482.18785635 -2117.4795841 -1755.13279064 -1395.04906483 -1045.87408095 -731.828987323 
0.347857142857 -3907.95165028 -3531.35960762 -3184.86264726 -2835.04827274 -2451.00714326 -2090.6368493 -1732.91618018 -1377.29288774 -1032.32712501 -722.119904378 
0.349614285714 -3794.55184325 -3462.69676633 -3123.70421324 -2773.46295728 -2409.75282946 -2056.35659053 -1703.93591453 -1354.11340613 -1015.98314019 -710.579632718 
0.351242857143 -3705.19345352 -3405.40465265 -3072.21270929 -2722.49406053 -2374.18642716 -2026.77282005 -1679.11433961 -1334.05483252 -1001.67868784 -700.39435411 
0.352942857143 -3673.02963203 -3370.36974366 -3041.0570091 -2696.28775026 -2349.03192514 -2005.06319955 -1661.07709666 -1319.52678004 -990.306798173 -692.336294277 
0.354757142857 -3627.89999553 -3326.22941216 -2999.66344121 -2658.95817202 -2316.75524512 -1977.55911481 -1638.12900025 -1301.20639528 -976.393990919 -682.035791322 
0.356514285714 -3602.65039784 -3284.69482793 -2955.28428216 -2618.63676124 -2280.07957504 -1946.45276147 -1612.62906409 -1280.78649241 -960.823889207 -669.627369289 
0.358228571429 -3568.0600604 -3244.87133279 -2916.54738614 -2583.6411385 -2249.19733773 -1919.9723742 -1590.58204252 -1263.18434358 -947.402711923 -659.4282106 
0.359942857143 -3525.22235784 -3207.92983841 -2884.21717104 -2555.45793279 -2224.5543223 -1899.05799026 -1573.21951463 -1249.49440731 -936.934012375 -652.328962805 
0.361742857143 -3479.09870048 -3166.13698143 -2846.54530732 -2522.290569 -2195.96842096 -1873.75988136 -1551.35417121 -1231.1722216 -923.077402656 -641.620887546 
