k[h/Mpc] dP/dk(z=0.00) dP/dk(z=0.08) dP/dk(z=0.17) dP/dk(z=0.29) dP/dk(z=0.42) dP/dk(z=0.59) dP/dk(z=0.80) dP/dk(z=1.08) dP/dk(z=1.45) dP/dk(z=2.00) 
0.0038861 2504028.49653 2302743.58168 2089623.30059 1863015.5052 1622694.65148 1373376.2637 1122940.96524 879227.250892 649941.558762 445160.034878 
0.0039646 2469583.48934 2273782.44248 2067753.06927 1840000.42709 1601479.86354 1356561.89339 1109670.65279 868037.845173 642763.649941 440925.2634 
0.0040447 2448328.12795 2259175.85022 2048524.05835 1816941.17617 1584985.1669 1342191.28511 1097120.41356 858421.890781 634383.708731 435741.591826 
0.0041264 2422843.14227 2226186.09701 2013696.32248 1802886.71332 1567255.18132 1325964.78529 1084573.76774 849387.657549 628342.509261 430636.62285 
0.0042098 2398011.4843 2210632.0175 1999763.02002 1790712.39092 1551959.39778 1313405.35596 1073833.98024 839558.557622 621160.141278 425821.747529 
0.0042948 2380250.37059 2186100.72272 1994330.19468 1759577.10799 1538910.83344 1302032.07676 1062305.4185 830708.797335 614124.776968 420873.591995 
0.0043816 2365639.74367 2177586.68282 1967861.81342 1754261.06047 1523528.87364 1288118.0869 1051137.6541 821703.101073 607153.946652 415944.352912 
0.0044701 2328016.06025 2144108.60568 1943616.65029 1730785.37244 1502808.46542 1271093.95002 1038185.52633 811515.10991 599292.058827 410671.41171 
0.0045604 2284035.8782 2100836.29917 1902998.6519 1693894.93614 1476317.70955 1249125.93165 1021578.88839 798490.664265 589990.596435 404708.293693 
0.0046525 2221667.00943 2052127.50167 1860919.0635 1658728.11669 1444983.08508 1223457.88545 1001197.13423 784532.727112 580594.317799 398348.402954 
0.0047465 2148081.21221 1977650.70157 1809994.20353 1603805.05182 1405083.52096 1192962.13344 977792.916458 767903.660887 570021.471818 391230.903828 
0.0048424 2079426.03225 1919523.10228 1739236.31441 1564319.82615 1366039.47541 1162355.8895 955840.478534 751203.079901 558423.881106 384548.069717 
0.0049402 2020409.42926 1869603.81426 1705060.30173 1526216.50293 1334505.83369 1137550.9806 936370.687893 737925.039894 548289.44785 378527.864412 
0.00504 1986230.73716 1838360.07933 1674139.18611 1502103.95463 1313239.69987 1117269.05075 919848.023969 724738.619361 540284.214949 372819.275734 
0.0051419 1964660.93371 1814346.31981 1654573.80107 1479603.39382 1296221.02737 1105074.94829 908884.647526 715654.308008 533312.259707 367426.199703 
0.0052457 1968683.07238 1813903.49687 1653984.19712 1476678.04293 1290497.09226 1098567.75708 902360.491731 709406.883725 526529.618312 362805.092606 
0.0053517 1971526.15198 1825647.00294 1653599.20756 1478812.9619 1291888.57149 1092949.37499 895673.121961 702517.907145 520987.688601 357910.809225 
0.0054598 1971566.54431 1812874.56575 1651906.26045 1464227.40915 1276907.53096 1084706.37932 887486.087398 695610.263802 514435.472962 352413.306538 
0.0055701 1955415.69603 1802846.92328 1629543.5719 1455932.93118 1266058.41181 1071466.88543 876196.777153 685715.75365 506751.965372 348039.782312 
0.0056826 1922581.90179 1774794.92844 1606428.45969 1437731.2953 1253297.924 1055458.61045 862276.090258 674165.642059 499234.927639 342652.252936 
0.0057974 1890847.29085 1737953.08106 1580529.4037 1399702.6459 1218504.42845 1034783.76611 846435.955523 662098.783818 490046.27249 335316.615736 
0.0059145 1847989.74335 1701108.34518 1542279.85609 1373788.58043 1196193.54416 1013246.01355 828974.598864 649463.779304 480167.099902 329281.337435 
0.006034 1801073.34185 1654313.25692 1508165.15298 1347554.00844 1173900.94283 991711.456607 811334.657061 635762.361062 470491.366423 323277.08479 
0.0061559 1761418.4578 1624851.04639 1473387.82551 1315385.09208 1143532.57311 971053.925259 795462.609648 623274.535592 461772.193953 316558.089903 
0.0062803 1727153.84741 1591871.17101 1442811.61393 1284707.8768 1122534.18294 951909.851099 779656.331746 610951.049749 452552.0328 310878.073711 
0.0064072 1693458.29843 1559240.3417 1423037.34744 1259123.53324 1100221.11458 933162.530024 763849.120735 598389.003082 443102.485086 304838.183386 
0.0065366 1660262.7874 1536435.29851 1387384.14341 1240803.42063 1079052.26856 918160.13001 749213.534677 587047.362768 434754.055404 298366.953477 
0.0066686 1628560.76526 1500079.36266 1360972.32699 1215579.65676 1057261.94664 896698.781823 734152.369475 574925.472151 425722.490967 292283.00725 
0.0068033 1590569.70958 1464146.45248 1335903.13739 1186915.54023 1036981.57532 872972.989563 717503.742113 562574.456204 416167.649721 285304.537116 
0.0069408 1555333.35192 1439119.35146 1298387.88733 1157890.05658 1011676.07721 858266.809291 701466.479354 550004.428308 407420.942764 279486.298543 
0.007081 1523018.4104 1401632.36953 1271599.00787 1139526.95006 988712.920688 836820.39625 686062.980047 537154.342587 398121.404423 273582.775519 
0.007224 1485462.5144 1366715.81025 1243281.17629 1106865.43812 966387.757313 816627.1031 669342.835086 524337.827824 388207.896073 266287.030648 
0.00737 1443228.43683 1333689.78022 1209961.18676 1078268.10718 939290.108484 796967.534121 652479.842625 511362.591639 378846.98718 260176.632176 
0.0075189 1410710.3942 1295704.40673 1181551.33299 1050751.62041 913228.109912 777727.040692 635954.057139 498873.637249 369413.777076 253754.055108 
0.0076708 1372352.59284 1264400.43103 1146120.54927 1023419.77187 894209.454742 760239.838576 620164.24417 485662.266831 359960.246913 247039.793659 
0.0078257 1335240.19768 1235562.2046 1119403.83062 997026.729822 869066.8369 738902.412959 603701.576698 472961.166785 350184.404218 240718.269016 
0.0079838 1300405.82349 1194326.33023 1086320.62068 970800.419472 844951.20061 713101.375731 586806.122413 460041.772205 340659.319858 233821.853213 
0.0081451 1260954.04035 1164569.76064 1055584.5022 943826.683932 823702.199843 692874.431975 570095.849757 446978.135191 331383.059081 227512.789782 
0.0083096 1225929.62112 1128195.88919 1027157.66946 909239.885473 796988.157913 677921.087543 553356.971872 433923.270325 321291.201837 221013.935733 
0.0084775 1183753.55909 1093396.20614 992773.030541 889485.899492 772586.156918 657672.223546 536655.852612 420789.147056 311673.38069 213624.14062 
0.0086488 1151295.41362 1061726.49913 963752.174907 858020.202978 748253.32374 636699.667582 520026.769416 407586.198366 302069.061038 207215.481899 
0.0088235 1114129.41893 1025443.61262 928288.916853 830156.558375 726485.319418 611523.041511 503542.316451 394507.596011 292590.169014 201085.718937 
0.0090017 1075541.58621 992415.155156 900891.061162 803713.527704 699359.162207 590576.26454 486017.769096 381536.631214 282528.74764 194158.585757 
0.0091836 1033473.31819 954801.031301 867851.142041 771762.582906 675964.134147 575912.048078 468983.379734 367627.324531 272281.496873 187231.227401 
0.0093691 998048.153587 921923.054513 838635.874412 748219.953821 647778.471184 552217.099215 452503.681745 354782.345933 263426.618575 180764.114385 
0.0095583 964242.023884 883245.965763 806636.480904 719939.731033 625241.715352 531023.296262 435849.808992 341854.222974 253248.119536 174018.664549 
0.0097514 922262.776568 851494.321671 770308.445691 689261.017581 602878.576734 510224.364044 421006.632471 328038.080031 243237.167343 167146.705973 
0.0099484 885296.614867 818144.867914 742923.155068 661583.284844 578883.636256 489956.936182 398593.3531 315277.903669 233803.161803 160463.807911 
0.010149 849729.432494 781893.237863 710719.50284 634190.758033 553076.617162 473022.805849 384902.753723 302126.09093 223816.311019 154032.486746 
0.010354 806166.440162 744903.559254 676115.933887 604669.290648 523886.696957 444530.889814 369717.906099 287507.152401 213091.806519 146744.2136 
0.010564 771180.409494 708112.818969 648948.057324 577463.266559 504207.057048 424793.273202 349535.287182 274769.809232 203848.75846 139871.214448 
0.010777 733983.492778 678727.912468 615381.748051 547216.098865 481166.261883 409901.180764 331776.246273 261987.561659 194440.371662 133639.74547 
0.010995 694186.809907 643578.512902 580433.543701 520571.753603 453960.38213 386580.355516 315185.51369 248213.072197 184091.388001 126383.591441 
0.011217 663033.118417 607277.08289 554811.40352 494000.439789 431253.831145 362907.015393 303238.085134 236096.814379 175435.546797 120601.528081 
0.011443 619365.558457 571543.046964 522720.433669 464414.344454 406552.119111 345526.36368 280594.840435 222108.335541 164493.717796 113298.831572 
0.011675 582308.207029 540542.413338 487217.102192 440015.825827 380767.24302 325767.170689 265453.96701 208602.384618 154982.957031 106542.679555 
0.01191 546861.434293 504803.629104 458567.473767 410048.863617 357853.036846 304855.976844 251008.631963 196443.973945 145955.971984 100494.778529 
0.012151 509588.90861 467399.62069 427807.956425 379377.900407 332015.58731 283542.138088 231513.900172 182382.851079 135292.296321 93110.0947894 
0.012397 471614.131589 436037.102413 394226.831316 352858.766581 310928.9329 262112.483329 215824.222986 169841.559461 126391.925647 86687.546267 
0.012647 435934.93226 402341.15195 367243.184945 326950.700618 287838.45639 241232.417475 200043.994245 157196.973038 116697.834898 80501.1349036 
0.012902 399719.988863 367925.07813 335849.694293 300779.698179 261514.536391 223303.947466 184632.144041 144066.54416 107011.100499 73934.8236793 
0.013163 362491.408406 336718.032091 302672.342998 273473.975092 237057.173243 203495.302631 166802.174857 131096.637765 97556.0579317 67098.3861613 
0.013429 326092.811304 301629.297444 276150.733632 245863.593569 214295.196395 181837.363815 150780.132161 118748.969307 88324.0912762 60959.6265715 
0.0137 289981.289342 268160.858314 247376.402598 218928.367781 191517.456115 164789.128135 135595.857664 106091.754508 79092.6084518 54644.1403724 
0.013977 256188.505977 236568.408037 213796.058782 193471.676087 170262.500942 145201.893645 117848.269612 93587.8266214 69807.5600441 48133.8241228 
0.014259 221509.820944 203566.422916 186652.856735 167273.440659 147843.196855 124552.317802 101999.903978 81341.8415752 60605.8929558 41769.5241856 
0.014547 185409.965062 171578.096345 156354.420136 138630.333632 123609.913972 104805.830678 85358.2667433 68948.9442623 51322.4213575 35592.515528 
0.014841 151897.268437 142337.642314 127577.468751 114377.062415 100934.903119 85888.353966 72688.689153 56757.8972024 42721.9480962 29500.2316414 
0.015141 117221.277476 108727.137952 101843.010764 91619.9179699 79614.8607686 67541.4013574 58661.634451 44923.7683879 33688.7660328 23434.4396381 
0.015447 83808.4722508 77667.771436 70327.1791703 64685.0453848 56684.7142543 50597.2057059 39923.3574114 33301.97939 24875.9001301 17579.33347 
0.015759 53382.8916296 47624.1180845 45070.3837037 39060.6447077 34396.9229797 31692.0263182 25025.2619447 21366.1290016 16637.3263032 11344.351355 
0.016077 18375.1654831 18855.9881887 17050.3120507 18036.4942201 15990.3847168 13884.3237484 12852.0600265 10243.6338442 7950.89070384 5841.90527284 
0.016402 -13578.939878 -10048.7188643 -9367.33970771 -7624.31523173 -4225.04275692 -2585.26890599 -1238.87949782 -1207.67121667 -477.886117647 44.2834305592 
0.016734 -44802.0998018 -41100.5034255 -33368.1007875 -31993.1200401 -25574.1714275 -21016.3363833 -16369.2506563 -12220.3121629 -8428.72423222 -5753.33102052 
0.017072 -74857.1822412 -66440.4528895 -62192.8650298 -51765.5317472 -44983.6654165 -38098.2272512 -31274.3311738 -22973.1519344 -16571.2068772 -10875.3273297 
0.017416 -103330.996525 -96834.6529083 -86337.015734 -76865.6234985 -66537.3745822 -54732.9390234 -42770.9852011 -33616.1061041 -24406.9517598 -16538.7273512 
0.017768 -131339.711747 -122423.026737 -108787.08511 -96519.8612566 -84390.6879635 -69818.174293 -55820.0868079 -43826.392515 -32013.9743219 -21843.7410471 
0.018127 -163309.222498 -146788.979228 -135694.230851 -118694.855255 -101676.015848 -87341.0455613 -70846.1747661 -53956.0367221 -39630.8571936 -26697.6286395 
0.018493 -190813.54661 -174851.548398 -158503.475255 -139373.073888 -120503.310102 -101481.109838 -82400.3937053 -63563.2506892 -46702.45457 -31723.1433767 
0.018867 -215583.583434 -198627.060078 -178042.12334 -158344.546445 -137258.420243 -114400.665155 -93632.1488212 -73261.9851444 -53792.5549383 -36735.2012601 
0.019248 -241285.914023 -221860.245472 -201431.815247 -179957.625253 -156247.586302 -131674.146767 -106896.679855 -82505.960429 -60517.7727863 -41285.5219406 
0.019637 -267532.872068 -245391.784239 -222969.104959 -196482.573992 -172084.421411 -145272.875635 -117152.900166 -91148.1045043 -66982.8799574 -45738.0894401 
0.020034 -290605.292899 -268929.940257 -241859.244545 -216537.001694 -185371.188848 -156968.685711 -126505.266759 -99882.9732481 -73575.2806109 -50378.8811364 
0.020438 -314601.997043 -288558.333741 -262031.461911 -232584.626849 -202051.539736 -170249.4564 -140405.297516 -108262.121396 -79687.026347 -54466.4774399 
0.020851 -337247.89691 -309253.552751 -280810.695609 -247862.540181 -217363.126317 -182234.69069 -148558.07282 -115927.631275 -85513.1000347 -58388.3294184 
0.021272 -357251.968859 -329621.678617 -297448.231181 -264511.893736 -230197.644828 -193937.24598 -157222.109041 -123418.294628 -90985.0945032 -62188.6045707 
0.021702 -376206.754217 -345743.898794 -312572.821975 -279809.3082 -243138.519208 -204808.547882 -166834.117167 -130396.943087 -96043.4639257 -65677.5482352 
0.022141 -394990.464246 -364891.407246 -329586.654737 -293413.446752 -253649.456424 -215455.763825 -176289.281555 -136994.425804 -101151.375132 -69204.3414134 
0.022588 -413288.240024 -381382.538612 -345907.612936 -306811.761745 -265560.489599 -226371.622128 -184035.938982 -143510.507014 -105944.480702 -72501.7147293 
0.023044 -429642.621196 -394719.549724 -359255.586374 -319302.642142 -278295.771367 -234200.856022 -190386.811013 -149177.967182 -110104.711721 -75221.6865284 
0.02351 -444397.408772 -407936.398131 -370586.952528 -328768.665814 -286691.776546 -242119.336787 -199341.467305 -154349.050314 -113990.547391 -78123.3179368 
0.023985 -457552.282373 -421478.072555 -383227.468626 -341844.738674 -296264.89975 -250787.136724 -204337.58237 -159681.295656 -117945.31172 -80818.5362634 
0.024469 -471450.387781 -433293.082568 -392195.291976 -349228.949221 -304641.441807 -255986.250162 -209426.476942 -163985.688238 -121076.860013 -82774.5310218 
0.024964 -481444.910553 -443445.182056 -401106.480357 -357130.407513 -311326.743156 -263413.8839 -214078.588209 -167863.434488 -123876.665425 -85032.2854179 
0.025468 -491332.930395 -453224.309935 -411376.952171 -365917.965745 -317581.681723 -269558.919616 -219410.148268 -171621.290008 -126851.364231 -86920.7403305 
0.025982 -499768.917742 -460398.629048 -416742.596855 -371602.621069 -321972.324026 -273226.541974 -224129.826982 -174599.074966 -128927.488556 -88253.2781184 
0.026507 -506435.23364 -465296.009818 -421950.407965 -376370.04962 -328777.702762 -277289.205793 -226036.556359 -176837.039811 -130614.114297 -89552.4822634 
0.027043 -510961.417524 -471788.818099 -428644.686439 -379257.218651 -330681.395104 -280159.34678 -228829.012196 -178859.163578 -132327.241809 -90719.2573468 
0.027589 -516158.750509 -475401.333033 -430740.824469 -385469.748903 -333683.762613 -282114.330189 -231006.940538 -180660.628936 -133554.900844 -91520.4594372 
0.028146 -519321.027754 -476981.601224 -432261.752852 -385167.490392 -336198.989796 -283174.190394 -232031.885102 -181493.307465 -134138.788432 -92046.9993911 
0.028715 -518508.130397 -478011.499623 -435079.455283 -386553.873833 -335755.173199 -284858.753965 -232665.38671 -181975.825247 -134496.42809 -92308.9624378 
0.029295 -518884.395911 -477847.002224 -433150.783621 -386997.468531 -336417.748626 -284993.062399 -232587.959268 -181971.873369 -134646.786866 -92245.3332504 
0.029887 -518606.900845 -477461.1431 -433105.754149 -384721.884189 -335641.088987 -285007.295986 -232058.169659 -181619.792744 -134263.951418 -92121.469798 
0.03049 -514663.454485 -474315.871328 -430192.589935 -383730.008971 -334452.827596 -282169.164053 -230996.380726 -180601.413232 -133669.620346 -91583.6005371 
0.031106 -509161.807138 -470381.972321 -425583.655344 -379111.585141 -329908.583776 -279624.980309 -228612.569816 -178899.689125 -132406.606514 -90874.5011426 
0.031735 -504266.160497 -463634.695351 -421755.980817 -374723.166447 -326888.050221 -276545.065716 -226228.016326 -177119.696317 -130985.476865 -90010.6223669 
0.032376 -497648.178869 -458047.497454 -415215.584477 -370960.639355 -323187.891584 -272602.962755 -223411.772734 -174747.76487 -129369.884134 -88650.1828394 
0.03303 -489188.925259 -451821.788725 -410246.613964 -365542.551066 -317334.38665 -268722.427373 -219723.930097 -172024.413098 -127214.712056 -87342.358481 
0.033697 -480132.928254 -442072.641792 -401276.745077 -356400.518338 -310734.967839 -263721.65401 -215481.032012 -168759.940079 -124915.654031 -85720.3453011 
0.034378 -470435.410877 -433084.381817 -393092.108769 -350199.963215 -305078.455564 -258084.931081 -211123.094014 -165250.01749 -122334.150606 -83956.2111605 
0.035072 -457489.475909 -422313.383505 -382966.643473 -341864.034008 -297433.465165 -251926.918178 -206079.703905 -161353.722105 -119378.571027 -82074.0055084 
0.035781 -445698.113301 -409893.645458 -372124.05551 -331352.687339 -289019.544094 -244981.658469 -200302.56058 -156877.290925 -116180.548611 -79654.0762039 
0.036504 -433341.269145 -398088.41309 -362082.063172 -323228.917665 -281299.119127 -237825.818892 -194601.874884 -152372.608387 -112813.324126 -77469.6656674 
0.037241 -418731.46349 -385869.158849 -349912.072256 -311752.589535 -271169.492925 -230034.813866 -188235.127169 -147373.271504 -109140.230493 -74938.3035228 
0.037993 -402749.926807 -371927.406551 -338093.288196 -299941.651361 -262262.185772 -221670.120513 -181401.213919 -142027.821898 -105178.030043 -72182.9673867 
0.038761 -386755.801596 -357293.430121 -323298.99905 -288972.396493 -251305.946701 -213124.371601 -174349.165488 -136582.353411 -101108.74003 -69469.3474374 
0.039544 -371894.858711 -342598.624998 -311236.196908 -277652.187336 -241599.839324 -204684.235622 -167507.798483 -131198.304579 -97118.6794115 -66681.1229097 
0.040343 -356362.485055 -328527.85383 -298183.288597 -265890.72095 -231496.656254 -196173.43784 -160570.621224 -125816.185019 -93131.5402893 -64043.9738973 
0.041158 -340829.862753 -314097.19496 -284739.530193 -254028.317764 -221660.788564 -187904.049106 -153687.57625 -120402.014272 -89248.3359694 -61260.6838998 
0.041989 -325861.652888 -300229.227765 -272889.219594 -242172.467995 -211641.990002 -179266.847829 -146810.457203 -114897.498229 -85141.5868673 -58463.9248129 
0.042838 -309948.433142 -285552.608267 -259987.503012 -231326.468168 -201499.795282 -170762.779074 -139732.949978 -109534.544903 -81082.4588251 -55710.8173671 
0.043703 -293767.046069 -269949.583374 -245392.754688 -219171.767554 -191132.341117 -161913.284141 -132558.816306 -103868.289064 -76904.7317965 -52757.9849467 
0.044586 -276518.478113 -255384.932848 -231638.218085 -207156.613756 -180185.156824 -152680.791763 -124960.498172 -97899.3911837 -72468.4158672 -49853.1395803 
0.045486 -259844.875773 -240210.431777 -218290.381741 -194367.718035 -169081.655355 -143353.833773 -117302.725193 -91964.5993568 -68156.9639484 -46764.3704369 
0.046405 -241666.293291 -222586.589134 -202077.905814 -180342.810623 -157596.650494 -133575.548209 -109393.807567 -85685.6595719 -63447.8251781 -43596.8795613 
0.047343 -225024.035267 -207826.807679 -188875.33285 -168475.054452 -147035.588048 -124669.297559 -101989.494498 -79919.7546781 -59181.6471345 -40685.4009591 
0.048299 -211429.259384 -194700.456538 -176976.55139 -157686.058491 -137526.57231 -116639.232532 -95576.1807845 -74777.8127346 -55408.1875336 -38011.9639027 
0.049275 -196963.840559 -181696.069407 -165833.83967 -147803.605807 -129017.259178 -109404.375094 -89566.2630783 -70239.1368891 -51951.508762 -35633.5623081 
0.05027 -185383.126585 -171754.332051 -155510.840179 -139120.684364 -121438.020875 -102928.617244 -84278.2903265 -66043.4165096 -48928.9269545 -33541.5562338 
0.051286 -174830.666006 -161070.610912 -146423.787173 -131171.799052 -114433.817514 -97043.9078301 -79542.6036833 -62277.9572284 -46045.0611271 -31676.1722058 
0.052322 -165405.574795 -152191.732668 -139204.282987 -123911.112937 -108213.695625 -91858.0281736 -75215.7828674 -58954.4356129 -43602.2626134 -29881.0738889 
0.053379 -155778.477133 -144949.330865 -131271.959043 -117373.764741 -102546.946576 -86990.087312 -71262.4534137 -55787.5773389 -41367.5306661 -28326.4229922 
0.054457 -147705.931236 -136687.008896 -124308.403359 -111376.895114 -97265.6511148 -82522.3357163 -67614.4999567 -53000.386355 -39164.8063034 -26889.8950369 
0.055557 -140701.512547 -129585.573049 -118567.539301 -105951.839758 -92620.6494081 -78680.339049 -64476.9306775 -50498.828448 -37320.0026594 -25607.6453838 
0.05668 -134617.087144 -125213.569383 -113664.477297 -101721.313469 -88964.2943152 -75506.8037345 -61911.0953902 -48474.4493898 -35911.315226 -24568.1105738 
0.057825 -130510.103024 -121044.106399 -110001.724048 -98418.6147865 -86042.8683309 -73104.4444291 -59923.7918135 -46939.7051113 -34694.2401399 -23779.8092927 
0.058993 -126922.296582 -117105.664096 -107162.10157 -95900.3057031 -83954.0161074 -71326.7359665 -58514.004803 -45793.0977443 -33914.0614698 -23264.3743101 
0.060184 -124926.538591 -115195.596287 -105439.453746 -94406.4596915 -82574.3664147 -70218.34942 -57568.9391221 -45123.8828385 -33401.076947 -22820.2872548 
0.0614 -123760.413131 -115116.0536 -104781.793086 -93858.164344 -82092.1137628 -69848.0734778 -57231.3616248 -44938.9216783 -33166.3555256 -22813.2900131 
0.062641 -124846.881067 -115423.208903 -105229.840392 -94269.5300052 -82583.7996151 -70171.5396435 -57580.5797529 -45202.9957117 -33442.1034382 -22917.4580684 
0.063906 -126184.880876 -116779.920149 -106584.846147 -95507.9494246 -83630.2225033 -71068.2363975 -58394.2854316 -45741.5900661 -33927.6437936 -23183.1645241 
0.065197 -128585.707579 -119251.79051 -108735.753348 -97347.4898883 -85191.7318835 -72505.3202768 -59504.930489 -46684.9400409 -34580.5223418 -23766.6869491 
0.066514 -132326.313698 -122283.774961 -111515.467072 -99829.6560079 -87413.211442 -74347.7984541 -61052.096554 -47917.0090713 -35465.1281606 -24364.0266029 
0.067858 -135664.799487 -125864.642905 -114754.072058 -102773.145381 -89971.1925875 -76473.8896404 -62842.0835378 -49306.9780608 -36595.8307769 -25088.0703242 
0.069229 -140329.371294 -129906.021251 -118390.818301 -105969.740904 -92708.2614522 -78890.5944658 -64748.2874743 -50926.7251638 -37772.160235 -25968.569067 
0.070627 -145070.935959 -133981.518706 -122047.333183 -109192.589583 -95531.7029023 -81324.7573181 -66815.4305087 -52448.1743723 -38923.6724259 -26799.9949375 
0.072054 -149163.014816 -137898.910064 -125591.665545 -112348.935947 -98289.8026902 -83571.0847826 -68688.7111745 -53982.356274 -40112.6309435 -27577.7613747 
0.07351 -153218.08378 -141531.688605 -128828.476143 -115171.329683 -100794.978858 -85658.4186634 -70427.6007828 -55387.7351242 -41162.4966272 -28310.7361919 
0.074994 -156394.499996 -144419.706011 -131432.049566 -117480.016626 -102730.777163 -87392.2498929 -71784.7062452 -56463.0937327 -41937.0242424 -28949.1001766 
0.076509 -158608.490967 -146378.103087 -133213.553308 -119061.054462 -104020.486883 -88489.8289518 -72731.4854007 -57231.7671224 -42546.143893 -29327.9475651 
0.078055 -159768.684587 -147368.067314 -134028.151456 -119722.759623 -104669.934059 -89029.9054392 -73194.0238813 -57613.781295 -42871.4977955 -29554.5875055 
0.079632 -159647.032689 -147320.111859 -133926.031464 -119617.711007 -104569.172999 -88907.045932 -73103.9116999 -57549.1520687 -42832.5099719 -29582.7360199 
0.081241 -158356.202217 -146050.573527 -132740.063102 -118586.943952 -103628.427354 -88129.2779543 -72444.5200493 -57025.1852015 -42490.3097156 -29334.3367177 
0.082882 -155743.071775 -143629.695184 -130506.444214 -116497.920272 -101832.104725 -86619.3443236 -71188.6321084 -56099.7260937 -41812.0063229 -28846.04712 
0.084556 -151834.009484 -140000.670462 -127242.072625 -113620.669054 -99267.2347416 -84383.7537119 -69465.7970549 -54731.9039077 -40792.149895 -28158.3117735 
0.086264 -146682.999684 -135157.368716 -122833.254112 -109696.877219 -95894.2635102 -81564.9629233 -67055.9970792 -52888.533386 -39362.4428622 -27266.369856 
0.088007 -140369.62614 -129436.739459 -117583.569433 -104974.179549 -91752.7399132 -78038.2986707 -64217.3524331 -50578.2417003 -37753.2639935 -26077.4633722 
0.089785 -133064.158239 -122689.734093 -111514.659319 -99571.9063447 -87001.0687993 -74029.3097436 -60968.8281508 -48047.5104233 -35820.5244311 -24735.9786632 
0.091598 -124670.836626 -114926.259348 -104450.269185 -93293.064666 -81577.7040748 -69449.8162875 -57127.0268361 -45056.0964012 -33585.8149657 -23238.3275965 
0.093449 -115348.363784 -106372.142077 -96704.4027873 -86425.8678157 -75572.3853515 -64316.4540345 -52938.9732381 -41732.3407132 -31185.4161125 -21567.8811891 
0.095337 -105463.524438 -97325.7313771 -88506.5078673 -79124.4800985 -69227.1006516 -58941.5766666 -48538.5840397 -38320.0107153 -28561.6450189 -19739.1540813 
0.097263 -95136.2741709 -87859.3265905 -79915.1241099 -71520.8563599 -62616.6628403 -53310.4397137 -43960.7630355 -34651.6108944 -25832.9508502 -17850.734773 
0.099227 -84631.3762324 -78195.6909641 -71246.2755658 -63731.7662622 -55839.4913714 -47627.0636012 -39245.615583 -30982.8348115 -23073.7167644 -15975.6886823 
0.10123 -74187.192649 -68603.2697518 -62563.811858 -56060.8188814 -49153.4710582 -41960.3315168 -34583.6352562 -27291.3366195 -20370.8057612 -14059.8024292 
0.10328 -64541.7148401 -59819.1856713 -54615.9882445 -49010.1190396 -43037.1735461 -36750.6847263 -30327.839769 -23901.8611764 -17846.2150896 -12285.7616929 
0.10536 -55801.3902629 -51775.3940601 -47369.685486 -42570.8267733 -37459.5571186 -32001.0980233 -26400.1558589 -20870.4380105 -15528.8441146 -10703.450255 
0.10749 -48140.6107493 -44713.7919884 -40994.2519259 -36963.3690665 -32560.102276 -27863.5649957 -23017.8152921 -18175.495967 -13494.2712385 -9293.08388246 
0.10966 -41980.5540703 -39176.2610144 -35973.7594392 -32456.6836443 -28645.7453167 -24538.6898075 -20334.0303331 -16048.1998422 -11908.9904041 -8178.92059086 
0.11188 -37311.6148659 -34849.8586133 -32086.1975695 -28977.8604238 -25638.6287195 -22002.9877917 -18220.3379148 -14350.8987085 -10688.2555633 -7322.36124719 
0.11414 -34439.9766897 -32216.0761246 -29719.0374273 -26908.4292018 -23839.74026 -20509.3720576 -16932.8430479 -13381.3490887 -9927.20936216 -6805.60805166 
0.11644 -32769.183712 -30697.6123756 -28311.9101174 -25679.0112239 -22734.0444914 -19553.5476752 -16188.3806949 -12805.8547199 -9490.81547246 -6495.35699522 
0.1188 -32563.8155911 -30453.2506962 -28069.1698902 -25442.7860055 -22519.0760212 -19379.6627786 -16063.4858295 -12671.5625479 -9421.47076275 -6442.83563429 
0.1212 -33593.8282475 -31379.9284442 -28933.9068043 -26191.0583677 -23185.0379233 -19892.2986189 -16483.3135081 -13013.98822 -9666.71812035 -6628.90714167 
0.12365 -35642.2076722 -33252.0281836 -30578.9030664 -27607.5871416 -24375.5220979 -20899.7083322 -17318.8530253 -13686.6948568 -10166.6034212 -6989.94381519 
0.12614 -38368.0644404 -35697.4165222 -32693.1574393 -29474.5946388 -25984.9488907 -22296.1104924 -18418.1878795 -14559.5809382 -10859.7900405 -7469.36944008 
0.12869 -41350.4559178 -38365.6777325 -35092.9281242 -31546.904411 -27795.7308572 -23777.7418492 -19668.646192 -15533.8960479 -11599.8514225 -7990.54002938 
0.13129 -44609.3822497 -41290.3420173 -37707.3098152 -33803.7963088 -29708.6792957 -25366.9703483 -20990.8524842 -16583.2796007 -12379.7761505 -8558.3427395 
0.13394 -47295.0453147 -43682.4539397 -39813.815634 -35671.4693453 -31244.7384447 -26696.543519 -22036.1477354 -17411.3261303 -13025.0757615 -9024.18328594 
0.13665 -49317.4995364 -45493.9227882 -41390.7945802 -37021.5564679 -32418.443019 -27647.9040702 -22802.7925385 -18067.342809 -13516.9460986 -9372.25414187 
0.13941 -50327.8919908 -46425.0000974 -42143.9348295 -37665.8121731 -32976.0257459 -28095.4198382 -23183.2006619 -18343.631269 -13733.9879933 -9538.35941496 
0.14223 -50217.9015008 -46214.0770487 -41961.659883 -37468.6097842 -32770.4032681 -27922.952836 -23062.0821144 -18234.9666004 -13663.5158609 -9494.35626606 
